,content
129,"[면접준비하는 프론트 취준생을 위한 모던 JS 딥다이브 스터디원 모집]- 모집 대상    - 기본 JS문법을 알고있는 상반기 프론트엔드 취준생- 스터디 기간 : 6주 + 1주 => 7주 (예상)- 스터디 진행 방식    - 온라인 스터디    - 평일 동안 모던자바스크립트 deep dive 정해진 챕터 공부후 일요일에 발표정해진 챕터 : 1~12, 16, 20, 43.3, 46을 제외한 모든 챕터- 스터디 시작일 : 1월 14일 9시- 모집인원 : 저 포함 4-5명안녕하세요! 프론트엔드 취준생 스터디원 모집합니다.프론트엔드 JS면접질문 대비를 위한 스터디입니다.본 목적은 면접 대비이지만 JS이해도를 높이기 위한 목적도 있는 스터디입니다.상반기 취업 준비를 목표로 하고, 함께 정말 열심히 스터디하실 분 위주로 모집합니다. 기본 문법 챕터(1~12)는 건너뛰고 스터디할 것이기 때문에 JS기본적인 문법은 숙지하신 분이셨으면 좋겠습니다.하루에 한 챕터 정도의 분량을 예상하고 있습니다. => 한 주에 6챕터오픈 채팅으로 간단한 본인 소개(전공, 취준생/이직준비 여부)(필수)를 남겨주세요.자신을 표현할 다른 수단들도 환영합니다.(ex. 블로그)모던 JS 딥다이브 스터디https://open.kakao.com/o/sTeJKi2f"
130,"현재 진행 중인 스터디 모임이지만 결원이 생겨 추가 인원 모집을 진행해볼까 합니다 😀현재 챕터 3 진행 중이며 중간에 참여해도 충분히 따라올 수 있으니 부담없이 지원해주세요!!(이전에 연락주셨던 분들 중 마감 답장을 받으셨던 분들도 다시 연락주시면 감사하겠습니다) 스터디 주제 : Rust 언어 스터디스터디 목표 : Rust를 다룰 줄 안다고 당당하게 이야기할 수 있는 레벨로 성장하기 모집인원 : 최대 6명 (현재 3명)책: 프로그래밍 러스트 https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=308448819 스터디는 이런 방식으로 진행할 예정입니다-스터디는 1주에 2회 온라인/오프라인 참여(오프라인 기본, 이후 개인 일정에 따라 팀즈 등의 비대면 참여 가능)장소는 2호선 라인 사당역 ~ 역삼역 근처 카페 혹은 스터디룸 월, 목 20:00-22:00 진행 예정 (시간, 날짜의 경우 유동적으로 변경 가능!)기본적으로 챕터 단위로 스터디 진행분량/난이도 등에 따라 탄력적으로 범위 변경 예정책의 총 분량이 많은 관계로 대략 2-3개월간의 장기 스터디 진행 예정매 모임 때 마다 한 명씩 돌아가며 간단한 PPT를 만들고 토론 & 퀴즈 남은 시간 서로 궁금한 것 질문 및 개인 코딩 시간 이런 스터디원을 구하고 있어요-Rust에 관심 있고 꾸준히 공부해서 이것 저것 활용해 볼 생각이 있으신 분!서로 모르는 부분이 생겼을 때 아는 부분이어도 스터디원들과 같이 고민해주실 수 있는 분!일정 펑크 안내려 노력하시는분!일이 바쁘더라도 잠깐 게임, 드라마 보듯 rust도 조금씩이라도 보실 분!직장인, 취준생 환영중꺾마 (탈주닌자, 잠수부 아니신 분) << 매우매우 중요조금 늘어지는 한이 있더라도 끝까지 포기 않고 달려보실 분들을 모집합니다!!관심 있으신 분들은 오픈톡으로 편하게 문의 주시고 마음에 드실 경우 그룹톡방으로 초대 링크 보내 드릴게요!https://open.kakao.com/o/s47AzQXf"
131,"단톡방(비밀번호: 9323): https://open.kakao.com/o/gyvuT5Yd홈페이지: https://weekly.ac/위클리 아카데미는 함께 성장하는 것을 지향하는 커뮤니티입니다.스터디, 세미나, 컨퍼런스를 통해 다양한 분야의 정보를 공유하고 습득해보세요. 현업 종사자 뿐 아니라 이제 막 입문하는 초보, 비전공자 모두 환영합니다. 개발 이론, 언어, 프레임워크, 시스템 아키텍처, 네트워크 그리고 데이터베이스를 비롯한 소프트웨어 개발과 관련된 아카데미를 운영하고 있습니다.활동 내역파이콘 2023 후원만들면서 배우는 클린 아키텍처 스터디Hibernate 만들어보기 스터디코틑린 동시성 프로그래밍 스터디만들면서 배우는 컴파일러 첫걸음 스터디토비의 스프링 북 리뷰(스터디)빅데이터 스터디이펙티브 자바 스터디코틀린 인 액션 스터디파이썬 기초 스터디자바 기초 스터디3D 데이터 인식 및 처리 스터디성공과 실패를 결정하는 1%의 네트워크 원리 스터디그 외 다양한 스터디, 세미나 진행"
132,간단하게 평일 저녁에 선릉역에서 7-10시 스터디할 분들 모집합니다.매주 2번 이상 무조건 참여해야 됨다공부내용은 상관없어요 공부하는 게 목적입니다보증금은 만원이고 매주 2번 제대로 참여하시면 한 달 단위로 다시 드립니다!오래오래 같이 으쌰으쌰 하고 싶어요정원은 5명까지만 받겠습니다여기로 ㄱㄱ >> https://open.kakao.com/o/gKpZnX1f
133,"스터디 주제 : 책 읽기스터디 목표 : 해당 책 완독예상 스터디 일정(횟수) : 약 10회 이상(약 3개월)예상 커리큘럼 간략히 : 스터디 노션 페이지 참고예상 모집인원 : 1스터디 소개와 개설 이유 : 시작은 하는데 끝까지 못 읽는 나와 비슷한 사람들이 모여서 일단 '끝까지 읽기'를 목적으로 개설.스터디 관련 주의사항 : 너무 부담갖지 마시고, 끝까지 읽고 싶은 분들이라면 누구나 환영합니다.온라인/오프라인 모임으로 진행됩니다. 오프라인 지역은 용산입니다.스터디 시작일정: 1월 7일(초반에는 중간에 들어오셔도 괜찮으니 카카오 채팅에 들어와서 질문주세요~)스터디 툴로 노션을 이용합니다.스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : 카카오 채팅 들어와서 마음껏 질문하세요."
134,"기본적인 데이터 분석 스터디 함께 하실 분을 모집합니다!비전공자여도 현업에서 활용할 수 있는 데이터 분석 역량을 키우기 위해 함께 스터디 해요!예상 스터디 일정(횟수) : 주 1-2회 (주로 오프라인, 서울지역 2호선라인, 방배~홍대쪽까지) 💡예상 커리큘럼 - 기본적인 Python 활용 - Pandas를 이용한 데이터 전처리- EDA(기초 통계 포함)- 모델링(머신러닝, 딥러닝 등 추천시스템 알고리즘 적용)- 시각화와 대시보드 생성 (python 혹은 태블로로 표현하는것 고민중) 예상 모집인원 : 4명(비전공자거나 거의 데이터분석 처음해보는 분들도 가능) 스터디에 지원할 수 있는 방법 :https://docs.google.com/forms/d/1IzbGRvniH-MfiCvRn9TGakMp5eLDzzVE6op-Bh7qZBw/edit"
135,"스터디 주제: 성장을 위한 회고, 함께하며 인사이트와 지속성을 갖기.스터디 소개와 개설 이유혼자 공부하다 보면 자극이 부족하여 같이 시간을 정해 놓고 하는 스터디를 찾게 되고, 그런 스터디를 하다 보면 목표가 흐릿해지면서 공부 시간을 채우는 것에만 집중하게 되어서 내가 뭘 해냈는지 알 수 없게 되었습니다.그래서 어떤 방식으로 스터디를 하면 좋을지 고민을 하게 되었습니다.결국 필요한 것은 삶을 주체적으로 살 수 있게 해줄 도구였습니다. 그 역할에 알맞은 것은 회고입니다.각자 자신의 목표에 맞게 계획을 세우고 그 계획을 소화해내면서 주기적으로 내가 잘하고 있는 점과 고쳐야 할 점, 나도 몰랐던 내 습관들을 회고하면서 목표에 방해되는 이슈를 해결하는 능력을 갖출 수 있습니다.이런 좋은 효과를 가져오지만, 아래와 같은 이유로 시작하지 못하거나 꾸준히 유지하기 어려운 것 같습니다.어떤 방식으로 회고해야할지 잘 모르겠다.꾸준히 회고를 하기 힘들다.동기부여가 잘 안된다.그래서 이런 단점을 해결하는 회고 스터디를 운영하기로 마음 먹게 되었습니다.스터디 장점+나의 성취를 확인하고 자기 효능감을 높일 수 있다.문제를 덮어두지 않고 정확히 바라볼 수 있다.회고를 공유함으로써 자신을 더욱 객관적으로 돌아볼 수 있다.서로가 서로에게 동기부여가 된다.스터디 계획1월 13일 ~ 3월 10일의 기간동안 매주 토요일 오후 8시에 주간 회고를 공유한다.인원 5명(현재 3명 남음)스터디 규칙어느 정도 강제성을 부여하기 위해 모임통장으로 보증금 관리시작 시 10000원, 아래 해당 시 5000원 감가무단 불참: 스터디 시작 24시간 전까지 말없이 불참하는 경우회고 방식회고를 잘 하기 위해서 측정 가능한 지표를 무엇으로 설정할지가 중요합니다. 많이 사용되는 지표는 KPT, 5F, 4L(4Ls)를 들 수 있습니다. KPT, 5F, 4L(4Ls)에 대해 궁금하신 분은 개발자의 공유 문화 이모저모 (2) 회고 문화를 참고해주세요.참여참여하고 싶으시다면, 구글 폼을 제출해주세요!"
136,"안녕하세요.석촌역 근처 카페에서 주말에 오프라인으로 모각코 함께 하실 분들을 찾고 있습니다 🙂올해 계속 운영중인 모각코이고, 한분을 추가 모집하려고 합니다.주말에 각자 코딩하고, 가볍게 개발 이야기도 하며 진행하면 좋을 것 같습니다.시간은 일요일 10시 ~ 1시까지 진행하고 있습니다.적당한 분위기에서 스스로 열심히 하실분들이 오시면 좋을 것 같아요.생각 있으신분은 편하게 구글폼주세요. [개발 스터디 모집 내용 예시]스터디 주제 : 모각코스터디 목표 : 같이 일요일 잘 보내기시간: 일요일 10시 ~ 1시장소: 석촌역 근처 카페예상 모집인원 : 1 (총 5명이 같이 할 거에요)스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.):https://docs.google.com/forms/d/15pqPjBDqy2zWqidfCCEN5QBtIq6c9Iy65QY3TCfcNlg/viewform?edit_requested=true"
137,"[개발 스터디 모집 내용 예시]스터디 주제 : 데이터분석직무 및 머신러닝 직무 취업을 위한 스터디입니다.스터디 목표 : CS지식, 코딩테스트 준비, 데이터&머신러닝 지식 정리를 하고자 합니다. 당연히 같은 직무를 준비하니 지원하는 회사도 같을 거라 생각해서 서로 자소서 첨삭 및 포트폴리오 봐주면서해요.예상 스터디 일정(횟수) : 매일 (주3회 필참, 일이 있을 경우 양해를 구하면 오케이 입니다)예상 커리큘럼 간략히 : 매일 9:30에 디스코드로 들어와서 공부하길 원해요.예상 모집인원 : 4명스터디 소개와 개설 이유 : 인공지능석사를 졸업하고 취준을 하려니 회사들이 요구하는 조건이 많더라구요,,,막막해서 서로 정보를 공유하며,,으쌰으쌰 하면서 열심히 취업준비를 해봅시다.스터디 관련 주의사항 : 열심히 하실분! 진짜 저는 취업해야하거든요,,,같이 취업해요 ㅠ스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) 😀https://open.kakao.com/o/s9GSZ41f"
138,"[서울] 코딩 스터디 인원 모집!안녕하세요! 저는 전공자이고 3~4년전까지 웹 개발을 했다가 잠시 다른 일을 했다가 다시 최신 트렌드에 맞추어서 스터디하면 좋을 거 같아 스터디 인원들 모집합니다. 개발자로 근무 해 본 경험도 살짝 풀어드립니다!- 스터디 주제 : 앱 및 웹 개발 프로젝트- 스터디 목표 : 프로젝트 완성 및 자소서 작성, 면접 준비, 코딩테스트 등의 개발자 취업준비- 예상 스터디 일정(횟수) : 일주일 1회 (오프라인), 서울- 예상 커리큘럼 간략히 : 프로젝트 진행하고 친해지면서 취업준비도 같이 할 수 있었으면 좋겠습니당!- 예상 모집인원 : 4-5명- 스터디소개와 개설 이유 : 같이 프로젝트하면서 포폴 만드실 분 모집합니다! - 스터디 관련 주의사항 : 함께 끝까지 참여해주실 분 찾고 있습니다. 대학생이나 대학교 졸업하시고 취업 준비생이셨으면 좋겠습니다!! 스터디에 지원할 수 있는 방법을 남겨주세요. https://open.kakao.com/o/sPx0WZ1f"
139,"[개발 스터디 모집 내용 예시]스터디 주제 :THE C PROGRAMMING LANGUAGE 영어원서 독해스터디 목표 :c언어의 성경이라고도 불리는 해당 서적 학습을 통해 좀 더 기본기가 탄탄한 형태의 개발자로 의성장예상 스터디 일정(횟수) : 주 2회 (총 4 시간) (디스코드공간)예상 커리큘럼 간략히 : 한주에 동일한 페이지수를 지정해놓고 해당 페이지 내에서 각자 학습한내용을 기반으로 발표를 진행합니다! 이 과정에서 스터디원들이 모르는 개념에 대한 부분은 해당 발표 내용의 발표자가 질문사항으로 달아놓고 스터디가 끝난이후 개념들을 정리하여배포해주는식으로 추가적인 학습을 진행합니다예상 모집인원 : 6스터디 소개와 개설 이유 : 매니지드언어와 언매니지드언어중 그 어느 언어도 소홀히 하지 아니하여 소프트웨어 개발분야를 준비하고있는 개발자 지망생들의 기본기를 좀 더 탄탄하게 잡기위함입니다 서비스기업 준비를 위한 스터디는 많이 올라오는것같은데 sw분야와 반도체기업들 c를 다루는 전통적인 기업들을 위한 스터디는 적은것같아 모집 시작하게되었습니다! 스터디 관련 주의사항 : 서로 배려하고 존중하는 마음으로 타인의 이야기에 귀기울여주고 혹시모를 잘못된 정보전달이 스터디과정에서 발생하게 된다고 하더라도 서로 보완해준다는 개념으로 따뜻하게 피드백해주시고 부족한 부분을 채워나가는 팀으로 성장해나갔으면 좋겠습니다스터디에 지원할 수 있는 방법을 남겨주세요. (이메일, 카카오 오픈채팅방, 구글폼 등.) : https://open.kakao.com/o/sUzwk41f"
